ÁLMOMBAN	VIZSGÁZNI
pezsgésben	280
280	tagja
tagja	volt
volt	a
a	koalíciós
koalíciós	pártoknak
pártoknak	:
:	129
129	kisgazda
kisgazda	,
,	82
82	szociáldemokrata
szociáldemokrata	,
,	62
62	parasztpárti
parasztpárti	és
és	7
7	kommunista
kommunista	tagot
tagot	tartottak
tartottak	számon
számon	.
.	Ma
Ma	az
az	MSZMP-nek
MSZMP-nek	19
19	tagja
tagja	van
van	.
.	Könnyû
Könnyû	lenne
lenne	kimondani
kimondani	,
,	hogy
hogy	a
a	falu
falu	politikai
politikai	szemlélete
szemlélete	a
a	húsz
húsz	évben
évben	gyökeresen
gyökeresen	nem
nem	változott
változott	meg
meg	,
,	mert
mert	volt
volt	a
a	beszolgáltatási
beszolgáltatási	rendszer
rendszer	,
,	hátráltató
hátráltató	tendenciáival
tendenciáival	,
,	most
most	pedig
pedig	a
a	szövetkezet
szövetkezet	rossz
rossz	eredményei
eredményei	miatt
miatt	zárkózhatnak
zárkózhatnak	el
el	a
a	politikai
politikai	agitáció
agitáció	befolyása
befolyása	elõl
elõl	.
.	Ugyanígy
Ugyanígy	könnyû
könnyû	lenne
lenne	elmondani
elmondani	,
,	hogy
hogy	a
a	szocializmus
szocializmus	maradéktalan
maradéktalan	támogatói
támogatói	,
,	mert
mert	hiszen
hiszen	semmi
semmi	jelet
jelet	nem
nem	mutatnak
mutatnak	az
az	ellenkezõrõl
ellenkezõrõl	.
.	E
E	két
két	véglet
véglet	között
között	bonyolult
bonyolult	lélektani
lélektani	vizsgálatok
vizsgálatok	,
,	közvéleménykutatás
közvéleménykutatás	deríthetne
deríthetne	fényt
fényt	a
a	valóságra
valóságra	.
.	Az
Az	bizonyos
bizonyos	,
,	hogy
hogy	semmiféle
semmiféle	politikai
politikai	hatást
hatást	nem
nem	fogadnak
fogadnak	el
el	anélkül
anélkül	,
,	hogy
hogy	saját
saját	életük
életük	tükrében
tükrében	jól
jól	meg
meg	ne
ne	vizsgálnák
vizsgálnák	,
,	s
s	anélkül
anélkül	sem
sem	,
,	hogy
hogy	egyik
egyik	politikai
politikai	rendszer
rendszer	cselekedeteit
cselekedeteit	a
a	másik
másik	kritikájában
kritikájában	le
le	ne
ne	mérnék
mérnék	.
.	103
103	napilapot
napilapot	járatnak
járatnak	,
,	174
174	rádióelõfizetõ
rádióelõfizetõ	van
van	,
,	a
a	televíziós
televíziós	családokhoz
családokhoz	a
a	szomszédok
szomszédok	is
is	átjárnak
átjárnak	,
,	s
s	még
még	többen
többen	ülnek
ülnek	az
az	iskola
iskola	,
,	a
a	kultúrház
kultúrház	,
,	a
a	kocsma
kocsma	készülékei
készülékei	elõtt
elõtt	.
.	Éppen
Éppen	úgy
úgy	hallgatják
hallgatják	a
a	nyugati
nyugati	magyar
magyar	nyelvû
nyelvû	adásokat
adásokat	,
,	mint
mint	a
a	magyar
magyar	rádió
rádió	híreit
híreit	;
;	az
az	esti
esti	sétáló
sétáló	a
a	rövidhullámhossz
rövidhullámhossz	sípolását
sípolását	,
,	sivítozását
sivítozását	hallja
hallja	innen-onnan
innen-onnan	,
,	de
de	nem
nem	az
az	amerikavárás
amerikavárás	bús
bús	nosztalgiája
nosztalgiája	miatt
miatt	,
,	inkább
inkább	kíváncsiságból
kíváncsiságból	.
.	Politizálásuk
Politizálásuk	gyakorlatias
gyakorlatias	,
,	jobbat
jobbat	várnak
várnak	a
a	politikától
politikától	,
,	politikai
politikai	hovatartozásukat
hovatartozásukat	is
is	az
az	dönti
dönti	el
el	,
,	melyik
melyik	társadalmi
társadalmi	rendszertõl
rendszertõl	várnak
várnak	jobbat
jobbat	,
,	s
s	minden
minden	jel
jel	arra
arra	mutat
mutat	,
,	hogy
hogy	a
a	szocializmustól
szocializmustól	:
:	bizonyítja
bizonyítja	ezt
ezt	elsõsorban
elsõsorban	a
a	szövetkezet
szövetkezet	ügyeivel
ügyeivel	kapcsolatos
kapcsolatos	szenvedélyük
szenvedélyük	.
.	A
A	legények
legények	elkülönült
elkülönült	,
,	tréfálkozó
tréfálkozó	,
,	egymást
egymást	ugrató
ugrató	,
,	gyér
gyér	csoport
csoport	.
.	Ruházkodásuk
Ruházkodásuk	távol
távol	áll
áll	az
az	idõsebbek
idõsebbek	nyugalmas
nyugalmas	fekete-fehér
fekete-fehér	vagy
vagy	szürkés
szürkés	viseletétõl
viseletétõl	,
,	a
a	ruházkodás
ruházkodás	mutatja
mutatja	azt
azt	a
a	szellemi
szellemi	bizonytalanságot
bizonytalanságot	,
,	ami
ami	a
a	vágyak
vágyak	,
,	az
az	érvényesülési
érvényesülési	lehetõségek
lehetõségek	,
,	a
a	városra
városra	vetett
vetett	tekintetek
tekintetek	és
és	a
a	falusi
falusi	nevelõdés
nevelõdés	,
,	a
a	falusi
falusi	világlátás
világlátás	keveredésébõl
keveredésébõl	elõadódik
elõadódik	.
.	Ruhájuk
Ruhájuk	divatos
divatos	,
,	de
de	úgy
úgy	,
,	ahogy
ahogy	a
a	falusi
falusi	és
és	a
a	kisvárosi
kisvárosi	harmadrendû
harmadrendû	szabó
szabó	közvetítésével
közvetítésével	hozzájuk
hozzájuk	eljut
eljut	,
,	s
s	amennyire
amennyire	túlságosan
túlságosan	rövid
rövid	zakóval
zakóval	,
,	és
és	ahogy
ahogy	a
a	színeket
színeket	kiválasztják
kiválasztják	,
,	rozsdabarna
rozsdabarna	anyagot
anyagot	,
,	tarkabarka
tarkabarka	nyakkendõt
nyakkendõt	;
;	vagy
vagy	ahogy
ahogy	a
a	divat
divat	késve
késve	érkezik
érkezik	hozzájuk
hozzájuk	,
,	vagy
vagy	ahogy
ahogy	hosszú
hosszú	idõn
idõn	át
át	konzerválódik
konzerválódik	egy-egy
egy-egy	divatos
divatos	forma
forma	,
,	mert
mert	az
az	õ
õ	ünneplõjük
ünneplõjük	hosszú
hosszú	ideig
ideig	tart
tart	,
,	mert
mert	csak
csak	misére
misére	és
és	bálra
bálra	veszik
veszik	fel
fel	,
,	szinte
szinte	az
az	utóbbi
utóbbi	tíz
tíz	év
év	mindegyik
mindegyik	divatáramlata
divatáramlata	észrevehetõ
észrevehetõ	rajtuk
rajtuk	.
.	A
A	lányok
lányok	öltözködésében
öltözködésében	hasonló
hasonló	jellegzetességeket
jellegzetességeket	találhatunk
találhatunk	,
,	azzal
azzal	a
a	különbséggel
különbséggel	,
,	hogy
hogy	ruházatukat
ruházatukat	gyorsabban
gyorsabban	váltogatják
váltogatják	,
,	õk
õk	sem
sem	az
az	ízléses
ízléses	színekre
színekre	adnak
adnak	elsõsorban
elsõsorban	,
,	s
s	nem
nem	is
is	arra
arra	,
,	hogy
hogy	a
a	ruhaforma
ruhaforma	elõnyös
elõnyös	-e
-e	valakinek
valakinek	,
,	inkább
inkább	a
a	ruha
ruha	anyaga
anyaga	kelti
kelti	föl
föl	az
az	érdeklõdést
érdeklõdést	,
,	már
már	kialakult
kialakult	reflexük
reflexük	,
,	hogy
hogy	az
az	új
új	ruha
ruha	alját
alját	megtapogassák
megtapogassák	,
,	a
a	tulajdonos
tulajdonos	szoknyáját
szoknyáját	kicsit
kicsit	fölemelve
fölemelve	.
.	Vajon
Vajon	magasabb
magasabb	életszínvonalra
életszínvonalra	utal
utal	-e
-e	a
a	mostani
mostani	ruházkodás
ruházkodás	?
?	Én
Én	,
,	emlékem
emlékem	szerint
szerint	,
,	csak
csak	a
a	gyerekek
gyerekek	öltözetében
öltözetében	találok
találok	összehasonlítási
összehasonlítási	lehetõséget
lehetõséget	.
.	Mi
Mi	tavasztól
tavasztól	õszig
õszig	nem
nem	húztunk
húztunk	cipõt
cipõt	,
,	vízben-sárban
vízben-sárban	is
is	,
,	ünnepnapokon
ünnepnapokon	is
is	mezítláb
mezítláb	jártunk
jártunk	.
.	Szegénységünket
Szegénységünket	öntudattal
öntudattal	viseltük
viseltük	,
,	nagy
nagy	fegyverünk
fegyverünk	volt
volt	a
a	gúny
gúny	a
a	gazdagabb
gazdagabb	és
és	kispolgár-gyerekek
kispolgár-gyerekek	nyári
nyári	cipõviseletére
cipõviseletére	.
.	Az
Az	én
én	gyermekkoromban
gyermekkoromban	az
az	iparos
iparos	-
-	,
,	tanító
tanító	-
-	,
,	jegyzõgyerekek
jegyzõgyerekek	szoktak
szoktak	így
így	ruházkodni
ruházkodni	,
,	mint
mint	most
most	mindegyik
mindegyik	.
.	A
A	déli
déli	harangszóra
harangszóra	a
a	templom
templom	dombja
dombja	megüresedik
megüresedik	,
,	aztán
aztán	a
a	házak
házak	elõl
elõl	is
is	eltûnnek
eltûnnek	a
a	csoportok
csoportok	.
.	Következik
Következik	az
az	ebéd
ebéd	,
,	baromfilevessel
baromfilevessel	,
,	rántott
rántott	csirkével
csirkével	,
,	csirkepörkölttel
csirkepörkölttel	,
,	kelt
kelt	tésztával
tésztával	,
,	rétessel
rétessel	,
,	mint
mint	régen
régen	.
.	Néha
Néha	friss
friss	disznó
disznó	-
-	vagy
vagy	marhahúsra
marhahúsra	is
is	szert
szert	tesznek
tesznek	,
,	ha
ha	a
a	szomszéd
szomszéd	faluban
faluban	a
a	szövetkezet
szövetkezet	mér
mér	ki
ki	húst
húst	,
,	vagy
vagy	ha
ha	a
a	fiatalok
fiatalok	hoznak
hoznak	a
a	városból
városból	.
.	Ebéd
Ebéd	után
után	az
az	asszonyok
asszonyok	elmennek
elmennek	a
a	litániára
litániára	,
,	a
a	férfiak
férfiak	alszanak
alszanak	,
,	a
a	gyerekek
gyerekek	ugrabugrálnak
ugrabugrálnak	az
az	utcán
utcán	.
.	Délután
Délután	négy
négy	óra
óra	körül
körül	az
az	öregek
öregek	kiülnek
kiülnek	a
a	padokra
padokra	,
,	néhány
néhány	háznál
háznál	kialakul
kialakul	a
a	kártyaparti
kártyaparti	;
;	egyedül
egyedül	,
,	kettes-hármas
kettes-hármas	csoportokban
csoportokban	a
a	fiatalabbak
fiatalabbak	elindulnak
elindulnak	a
a	kocsma
kocsma	felé
felé	,
,	a
a	lányok
lányok	elmennek
elmennek	egymáshoz
egymáshoz	beszélgetni
beszélgetni	,
,	kézimunkázni
kézimunkázni	az
az	esti
esti	mozi
mozi	elõtt
elõtt	.
.	A
A	vasárnap
vasárnap	további
további	része
része	az
az	öreges
öreges	társalgás
társalgás	,
,	a
a	nõies
nõies	csevegés
csevegés	és
és	meditáció
meditáció	,
,	a
a	futballozás
futballozás	vagy
vagy	meccsnézés
meccsnézés	,
,	kártyázás
kártyázás	és
és	mozizás
mozizás	,
,	a
a	bujkálós
bujkálós	,
,	alig
alig	észrevehetõ
észrevehetõ	szerelem
szerelem	jegyében
jegyében	telik
telik	el
el	.
.	A
A	kocsma
kocsma	egyhavi
egyhavi	forgalma
forgalma	átlagosan
átlagosan	40-45
40-45	ezer
ezer	forint
forint	,
,	az
az	1965-ös
1965-ös	évben
évben	500
500	ezer
ezer	forintot
forintot	költöttek
költöttek	italra
italra	.
.	Az
Az	emberek
emberek	könnyen
könnyen	fölmenthetik
fölmenthetik	magukat
magukat	,
,	nincs
nincs	más
más	szórakozás
szórakozás	,
,	s
s	az
az	egyedüli
egyedüli	közismert
közismert	szórakozás
szórakozás	ürügyén
ürügyén	nagyon
nagyon	sokan
sokan	eljutnak
eljutnak	a
a	mámoros
mámoros	dülöngélésig
dülöngélésig	.
.	Mert
Mert	elõször
elõször	minden
minden	olyan
olyan	szépen
szépen	és
és	csöndesen
csöndesen	indul
indul	,
,	ha
ha	meccsközvetítés
meccsközvetítés	van
van	a
a	televízióban
televízióban	,
,	sör
sör	mellett
mellett	izgulják
izgulják	végig
végig	,
,	aztán
aztán	a
a	rexasztalnál
rexasztalnál	az
az	elején
elején	pontosan
pontosan	és
és	a
a	játékra
játékra	figyelve
figyelve	töltik
töltik	el
el	az
az	idõt
idõt	,
,	de
de	sörben
sörben	és
és	fröccsben
fröccsben	játszanak
játszanak	,
,	a
a	zárás
zárás	elõtt
elõtt	a
a	kocsma
kocsma	csupa
csupa	részeges
részeges	zsibongás
zsibongás	.
.	A
A	falu
falu	kulturális
kulturális	ellátottsága
ellátottsága	nem
nem	rossz
rossz	a
a	környékhez
környékhez	képest
képest	,
,	1959-ben
1959-ben	mûvelõdési
mûvelõdési	otthon
otthon	épült
épült	,
,	7
7	teremmel
teremmel	,
,	a
a	nagyteremben
nagyteremben	240
240	ember
ember	fér
fér	el
el	.
.	A
A	falunak
falunak	1800
1800	kötetes
kötetes	könyvtára
könyvtára	van
van	,
,	tehát
tehát	egy
egy	lakosra
lakosra	kereken
kereken	két
két	és
és	fél
fél	könyv
könyv	jut
jut	,
,	24
24	féle
féle	újságot
újságot	és
és	folyóiratot
folyóiratot	járatnak
járatnak	,
,	a
a	könyvtárba
könyvtárba	12
12	folyóirat
folyóirat	jár
jár	,
,	a
a	budapesti
budapesti	irodalmi
irodalmi	folyóiratokon
folyóiratokon	kívül
kívül	a
a	Jelenkor
Jelenkor	is
is	,
,	mint
mint	a
a	tájegység
tájegység	irodalmi
irodalmi	folyóirata
folyóirata	.
.	A
A	szövetkezeti
szövetkezeti	boltokban
boltokban	könyveket
könyveket	lehet
lehet	vásárolni
vásárolni	,
,	elsõsorban
elsõsorban	klasszikus
klasszikus	és
és	ifjúsági
ifjúsági	irodalom
irodalom	található
található	az
az	50-60
50-60	könyv
könyv	között
között	,
,	de
de	eljut
eljut	a
a	mai
mai	magyar
magyar	próza
próza	néhány
néhány	ismertebb
ismertebb	mûve
mûve	is
is	:
:	Fejes
Fejes	Rozsdatemetõ
Rozsdatemetõ	-
-	je
je	,
,	Berkesi
Berkesi	Húszévesek
Húszévesek	címû
címû	regénye
regénye	.
.	1965-ben
1965-ben	12
12	ismeretterjesztõ
ismeretterjesztõ	elõadást
elõadást	tartottak
tartottak	jogi
jogi	,
,	nevelési
nevelési	,
,	történelmi
történelmi	,
,	egészségügyi
egészségügyi	témákból
témákból	.
.	Hetenként
Hetenként	filmet
filmet	vetítenek
vetítenek	.
.	A
A	gyerekek
gyerekek	részére
részére	4
4	mesemûsort
mesemûsort	rendeztek
rendeztek	.
.	12
12	alkalommal
alkalommal	szerveztek
szerveztek	klubfoglalkozást
klubfoglalkozást	rádióhallgatással
rádióhallgatással	és
és	kötetlen
kötetlen	beszélgetéssel
beszélgetéssel	.
.	154
154	alkalommal
alkalommal	tartották
tartották	számon
számon	a
a	mûvelõdési
mûvelõdési	otthon
otthon	televízió-látogatottságát
televízió-látogatottságát	.
.	Egyszer
Egyszer	hivatásos
hivatásos	mûvészek
mûvészek	is
is	fölléptek
fölléptek	,
,	köztük
köztük	Korda
Korda	György
György	táncdalénekes
táncdalénekes	.
.	A
A	mûvelõdési
mûvelõdési	szolgáltatás
szolgáltatás	és
és	kihasználtsága
kihasználtsága	átlagos
átlagos	,
,	vagy
vagy	valamivel
valamivel	az
az	átlag
átlag	fölött
fölött	van
van	.
.	A
A	190
190	könyvtári
könyvtári	tag
tag	2856
2856	könyvet
könyvet	kölcsönzött
kölcsönzött	ki
ki	az
az	elmúlt
elmúlt	évben
évben	,
,	a
a	lélekszámhoz
lélekszámhoz	viszonyítva
viszonyítva	egy
egy	lakosra
lakosra	kereken
kereken	négy
négy	kikölcsönzött
kikölcsönzött	könyv
könyv	jut
jut	.
.	A
A	beiratkozott
beiratkozott	olvasók
olvasók	életkori
életkori	megoszlása
megoszlása	szerint
szerint	a
a	könyvtári
könyvtári	tagoknak
tagoknak	majdnem
majdnem	fele
fele	iskolás
iskolás	gyerek
gyerek	.
.	Az
Az	ötven
ötven	éven
éven	felüliek
felüliek	között
között	csak
csak	20
20	tag
tag	van
van	,
,	annak
annak	ellenére
ellenére	,
,	hogy
hogy	a
a	falu
falu	lakosságának
lakosságának	egyharmadát
egyharmadát	õk
õk	teszik
teszik	ki
ki	.
.	A
A	két
két	szövetkezeti
szövetkezeti	boltban
boltban	6500
6500	Ft
Ft	értékû
értékû	könyvet
könyvet	vásároltak
vásároltak	.
.	2650
2650	Ft
Ft	értékû
értékû	sajtóterméket
sajtóterméket	járatnak
járatnak	egy
egy	hónapban
hónapban	.
.	Az
Az	ismeretterjesztõ
ismeretterjesztõ	elõadásokon
elõadásokon	743-an
743-an	vettek
vettek	részt
részt	.
.	5339-en
5339-en	váltottak
váltottak	mozijegyet
mozijegyet	az
az	1965-ös
1965-ös	évben
évben	.
.	A
A	mûvelõdési
mûvelõdési	otthon
otthon	televíziójának
televíziójának	mûsorait
mûsorait	a
a	statisztika
statisztika	szerint
szerint	3859-en
3859-en	nézték
nézték	meg
meg	.
.	A
A	mûvelõdés
mûvelõdés	helyzetét
helyzetét	illetõen
illetõen	ezek
ezek	a
a	számok
számok	nem
nem	keseríthetnek
keseríthetnek	el
el	,
,	de
de	ezeknek
ezeknek	a
a	statisztikai
statisztikai	adatoknak
adatoknak	akkor
akkor	lenne
lenne	igazán
igazán	jelentõsége
jelentõsége	,
,	ha
ha	azt
azt	a
a	mûveltségi
mûveltségi	anyagot
anyagot	,
,	melyre
melyre	következtetni
következtetni	engednek
engednek	,
,	fölfedeznénk
fölfedeznénk	a
a	gondolkozásban
gondolkozásban	,
,	az
az	emberek
emberek	beszédtémáinak
beszédtémáinak	kiszélesedésében
kiszélesedésében	,
,	az
az	ízlésben
ízlésben	és
és	az
az	ítéletalkotásban
ítéletalkotásban	.
.	Ami
Ami	a
a	kulturális
kulturális	szolgáltatás
szolgáltatás	által
által	a
a	közgondolkozásba
közgondolkozásba	jut
jut	,
,	az
az	az
az	ifjúságnál
ifjúságnál	a
a	könnyû
könnyû	mûfajok
mûfajok	és
és	az
az	elõadók
elõadók	személye
személye	,
,	az
az	idõsebbeknél
idõsebbeknél	pedig
pedig	a
a	politika
politika	.
.	Persze
Persze	ha
ha	a
a	múlttal
múlttal	hasonlítunk
hasonlítunk	,
,	a
a	különbségek
különbségek	óriásiak
óriásiak	,
,	a
a	tömegkommunikációs
tömegkommunikációs	eszközök
eszközök	elterjedése
elterjedése	és
és	a
a	szorgalmazott
szorgalmazott	kulturális
kulturális	szervezés
szervezés	következtében
következtében	.
.	Az
Az	1945
1945	elõtti
elõtti	150
150	kötetes
kötetes	könyvtár
könyvtár	után
után	ma
ma	1800
1800	kötetes
kötetes	könyvtár
könyvtár	mûködik
mûködik	.
.	A
A	televíziók
televíziók	révén
révén	megismerkedhetnek
megismerkedhetnek	a
a	komoly
komoly	színházzal
színházzal	.
.	Mégis
Mégis	,
,	mindennek
mindennek	ellenére
ellenére	a
a	kultúra
kultúra	még
még	nem
nem	szükséglet
szükséglet	,
,	a
a	szórakozási
szórakozási	lehetõségnek
lehetõségnek	csak
csak	tört
tört	hányada
hányada	,
,	mert
mert	amíg
amíg	a
a	könyvtár
könyvtár	kölcsönzési
kölcsönzési	idõben
idõben	üresen
üresen	kong
kong	,
,	addig
addig	a
a	kocsma
kocsma	méhkaptárszerûen
méhkaptárszerûen	zsong
zsong	az
az	emberektõl
emberektõl	.
.	A
A	könyvvásárlás
könyvvásárlás	évi
évi	6500
6500	Ft-os
Ft-os	értéke
értéke	is
is	elenyészõ
elenyészõ	a
a	boltok
boltok	havi
havi	150-160
150-160	ezer
ezer	Ft-os
Ft-os	vásárlásához
vásárlásához	képest
képest	.
.	A
A	templom
templom	vasárnapi
vasárnapi	látogatója
látogatója	4-500
4-500	személy
személy	;
;	évenként
évenként	60
60	vasár
vasár	-
-	és
és	ünnepnapot
ünnepnapot	számítva
számítva	,
,	24-30
24-30	ezer
ezer	ember
ember	hallgatja
hallgatja	végig
végig	a
a	prédikációt
prédikációt	,
,	amely
amely	ha
ha	látszatra
látszatra	politikamentes
politikamentes	is
is	ma
ma	már
már	,
,	akadályozza
akadályozza	többek
többek	között
között	a
a	korszerû
korszerû	erkölcsi
erkölcsi	normák
normák	kialakulását
kialakulását	.
.	Leszámítva
Leszámítva	az
az	áhítatos
áhítatos	figyelem
figyelem	hiányát
hiányát	,
,	mégsem
mégsem	lehet
lehet	hatástalan
hatástalan	a
a	mûvelõdési
mûvelõdési	ház
ház	10-11
10-11	ezres
ezres	látogatottságához
látogatottságához	viszonyítva
viszonyítva	.
.	A
A	mûvelõdés
mûvelõdés	akkor
akkor	élt
élt	a
a	közgondolkodásban
közgondolkodásban	,
,	mikor
mikor	az
az	emberek
emberek	maguk
maguk	is
is	részt
részt	vehettek
vehettek	cselekvõen
cselekvõen	benne
benne	.
.	A
A	falunak
falunak	valamikor
valamikor	nagy
nagy	színjátszó
színjátszó	hagyománya
hagyománya	volt
volt	.
.	Nemcsak
Nemcsak	a
a	szereplõk
szereplõk	,
,	a
a	közönség
közönség	is
is	aktívan
aktívan	vett
vett	részt
részt	ezeken
ezeken	a
a	megmozdulásokon
megmozdulásokon	,
,	hiszen
hiszen	hozzátartozók
hozzátartozók	és
és	jóismerõsök
jóismerõsök	játszottak
játszottak	.
.	A
A	tisztaszobában
tisztaszobában	furcsa
furcsa	öltözetû
öltözetû	fényképek
fényképek	tanúskodnak
tanúskodnak	arról
arról	,
,	hogy
hogy	a
a	ház
ház	gazdája
gazdája	vagy
vagy	gazdaasszonya
gazdaasszonya	fiatal
fiatal	korában
korában	színdarabban
színdarabban	szerepelt
szerepelt	.
.	Az
Az	ifjúság
ifjúság	közösségi
közösségi	életének
életének	állapotára
állapotára	mindig
mindig	az
az	utalt
utalt	,
,	hogy
hogy	rendszeresen
rendszeresen	tanultak
tanultak	-e
-e	színdarabot
színdarabot	.
.	A
A	színdarab
színdarab	nélkül
nélkül	múló
múló	évek
évek	az
az	ifjúsági
ifjúsági	közösség
közösség	bomlását
bomlását	jelezték
jelezték	.
.	Egy
Egy	lelkes
lelkes	tanító
tanító	vagy
vagy	káplán
káplán	,
,	vagy
vagy	akár
akár	valamennyire
valamennyire	hozzáértõ
hozzáértõ	iparosember
iparosember	mindig
mindig	akadt
akadt	a
a	színdarab
színdarab	betanítására
betanítására	.
.	Ma
Ma	életképes
életképes	kultúrcsoportot
kultúrcsoportot	ifjúság
ifjúság	hiányában
hiányában	nem
nem	lehet
lehet	összehozni
összehozni	.
.	Nagy
Nagy	szó
szó	,
,	ha
ha	sikerül
sikerül	néha
néha	alkalmi
alkalmi	jelleggel
jelleggel	.
.	1965-ben
1965-ben	egyszer
egyszer	adott
adott	a
a	helybeli
helybeli	ifjúság
ifjúság	kabarémûsort
kabarémûsort	.
.	Az
Az	utóbbi
utóbbi	idõben
idõben	évenként
évenként	csökkent
csökkent	az
az	öntevékeny
öntevékeny	rendezvények
rendezvények	száma
száma	.
.	A
A	közelmúltban
közelmúltban	Gárdonyi
Gárdonyi	:
:	Fehér
Fehér	Anna
Anna	,
,	Jókai
Jókai	:
:	Gazdag
Gazdag	szegények
szegények	és
és	Bolondok
Bolondok	grófja
grófja	címû
címû	színdarabokat
színdarabokat	adták
adták	elõ
elõ	.
.	Ma
Ma	már
már	az
az	öntevékeny
öntevékeny	mûvészeti
mûvészeti	mozgalomnak
mozgalomnak	itt
itt	nem
nem	is
is	a
a	kultúraközvetítõ
kultúraközvetítõ	szerepe
szerepe	lenne
lenne	elsõrendû
elsõrendû	,
,	hanem
hanem	hogy
hogy	az
az	öreges
öreges	közérzetet
közérzetet	lehetõségeihez
lehetõségeihez	mérten
mérten	eloszlassa
eloszlassa	,
,	összehozza
összehozza	a
a	fiatalokat
fiatalokat	,
,	s
s	elvonja
elvonja	a
a	kocsmázástól
kocsmázástól	,
,	a
a	semmittevéstõl
semmittevéstõl	,
,	amely
amely	szabad
szabad	idejük
idejük	nagy
nagy	részét
részét	teszi
teszi	ki
ki	.
.	Az
Az	ifjúság
ifjúság	szerelmi
szerelmi	életének
életének	és
és	udvarlási
